Name,Rate,Address,Country,Pos Code,State,URL,Username,User Location,User Contribution,User Helpful Vote,Comment,User Response Date,Date Of Stay,User Traveller Type
Kampar Boutique Hotel,4.0,"No 23, 25 & 27 Laluan Batu Sinar 2",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d12099624-Reviews-Kampar_Boutique_Hotel-Kampar_Kampar_District_Perak.html,Amirizzuan,"Kuala Lumpur, Malaysia",22,18,"It's a nice 2 night stay during Raya, because my aunt's place is full with my cousins. It's a nice hotel, with full amnesties. Just that, if you stayed in the one in the Kampar town center, the parking is a bit problematic because it's next to a cinema, so, the parking is always full thus you have to park further away from the hotel building, perhaps on the next 1 or 2 blocks.",Sep 2018,June 2018,None
Kampar Boutique Hotel,4.0,"No 23, 25 & 27 Laluan Batu Sinar 2",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d12099624-Reviews-Kampar_Boutique_Hotel-Kampar_Kampar_District_Perak.html,flytheworld1,London,132,21,Hotel is situated along a row of newly built shop houses. Other shops are still closed therefore plenty of free parking spaces around the hotel. There are currently no food stalls within walking distance.Wifi only available on ground floor. Floor tiles are slippery in the lobby. Overall an alright hotel now that it is still newly opened.,Mar 2017,January 2017,Families
J&P Homestays House 1,5.0,472 Jalan Perdana,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d12811213-Reviews-J_P_Homestays_House_1-Kampar_Kampar_District_Perak.html,BettyandLingShing,Malaysia,640,280,"The homestay is located beside UTAR, within the walking distance to Giant Hypermarket and Tesco Hypermarket. The environment is quiet in a peaceful neighbourhood with ample of parking space.Flatscreen tv with satellite channels, wide living area, dining area, and cooking area with cookware and fridge, and cloth washing machine were available on sharing basis. The room was air conditioned with separated bathroom.With the price charged per night, it worth all the money spent.",Dec 2018,November 2018,Couples
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,Venture30125785235,No Country,2,3,It is shocking appearance to us when we open our room's door. It's facilities is nothing can as basic as it is. It didn't worth to its price. The water of the pool outside the room not clean by eyes sight. I could only generously give 1 star.,Nov 2018,November 2018,Families
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,CikLi H,"Kuala Lumpur, Malaysia",69,3,"Not far away from KL. Only 2 hours plus driving from KL. Got few type of resort that you can choose. Toilet at the restaurant need an upgrade. Room wise is clean and nice. Lot of activities such as petting zoo, canoeing, ATV & many more. Food is OK. Hope the owner can upgrade and maintain this place",Dec 2019,December 2019,Friends
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,ngsiewcheng,"Kuala Lumpur, Malaysia",193,195,"I traveled with my group of 35 students to this resort, from co-ordination, till the travel date, the staff is very accommodating and provide as much infor as they can.  We were late for the abseiling activities, but they still welcome us with smiling face, Upon arrival resort, we were welcome by yummy lunch, they even keep on replenish all the dishes for us, they are very helpful.  Room is good, we didn't expect super luxury resort, it is basic but clean, very nice surrounding with lake, great morning sunrise view.  Plenty of space for outdoor activities.    highly recommended for any school or corporate team building activities.",Jul 2018,July 2018,Business
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,DR FAUZIAH A,Singapore,8,9,"Shahom Eco Resort, Kampar, PERAK DARUL RIDZUANStayed at Bamboo Village. Unique as the chalet was built among palm plantation. The chalet uses bamboo as its main building materials coupled with natural river stones cladding. Toilet without roof exposed to natural light - sun & moon. There is river along the ridge of the chalets.Setbacks - the unit needs upgrading due to wear and tear condition. Unsuitable bamboo plank used for its flooring with exposed nails which may hurt if accidentally stepped on it. Quite hot in the day time as the unit has no air cond except 1 unit of fan.Stayed for 2 nites. Towels were not changed. Toiletries and mineral water were not replenished. No room service.The entire chalets in Shahom Eco Resort need upgrading and refurbishment works. Only 1 swimming pool is decent to be used at Riverside Village and another pool at Heritage Village not in good condition.",Sep 2018,September 2018,Families
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,Jmy Johan,"Belleville, Michigan",228,17,"Went there for Sahom trail and stayed at Embun resort for one night. There was big group of families having their family day there. The trail running was on 1st September but we didn't manage to sleep the night before as the group was having outdoor karaoke. Other than that, a new place to explore nature and outdoor activities.",Dec 2019,August 2019,Families
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,budi83,No Country,52,3,"Stayed in the Bamboo Village which was nice and cooling. The open toilets did prove to be quite challenging when it rained but fitting of its concept of going back to nature. With a river running through the resort and breathtaking views(especially from the lake/resto area), it's a nice retreat reasonably close to KL.Lata Kijang(waterfall) is also only 15-20 minutes drive away.The food at the resto was also really good!",Nov 2017,November 2017,Families
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,najwarose,"Perak, Malaysia",4,2,"Sahom Valley Resort is a good place to go with your family. Even though it place surrounds with palm trees, but, that place full with nature as you can see there is river, pond and other. You can do many activities at Sahom Valley such as kayak, fishing, sports and other. The price, I think it is very affordable for family to stay at there. Not to forget, the food they served to us absolutely delicious and you will enjoy their meal. This Sahom Valley will give you opportunity to realaxing and avoid from busy urban city. You will never forget how it's feel to stay at there. Beside that, you can go to Gua Tempurung which is near with Sahom Valley Resort. :)",Oct 2016,May 2016,Families
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,SarahAdibahKhalid,"Kuala Lumpur, Malaysia",6,5,"Stayed here for 3D2N for our Family Reunion on 6-8 Jan 2016. The place located about 1km from Gua Tempurung (behind it, I think), surrounded with palm tree & lake & river of course.1st night we stayed at Bamboo Village. No air-cond only fan but its OK because its bamboo & in wood so not so hot. Really fascinated unit actually because each room build with decorated bamboo. The room can fit 2 adults & 2 infants. No bed only mattress so really back-to-basic concept. It has open-air attached toilet which is really cool. This unit also has verandah at the back where we can hang around & have a cup of coffee.Activity there: Flying Fox & River Tubing. We got it for free. Thanks to management :)2nd night, we stayed at D'Tasek village. Cement & air-conditioned. Room can occupied max 2 adults with children ++. More comfortable for babies & childrenReally great view & surroundings where u can smell the greens, the fresh-air to your lung.Foods provided was superb! & a lot. Full always when staying there.Overall, this can be BEST place to stay away from the busy city but a bit not-friendly for babies & infants.",Feb 2016,February 2016,Families
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,Fann010,"Kuala Lumpur, Malaysia",225,11,"We went there for a 5 days 4 nights retreat. We stayed in Bamboo Village which allow for 2 person stay in the small chalet with a open roof top attached bathroom. Just like the title, its surround by the nature. If you look for a retreat, just want a pure relax from your busy lifestyle in city, here is the best place for you. You can have a company group activities, family gateway but there are not convenient for food, you need to bring some dried food or eat in their restaurant which provide local malay crusine and some western food, a very basic restaurant and they dun even sell mineral water. But I am very enjoy this resort because its totally for you to relax, you can have a morning walk, jungle trekking (RM10), GO-Cart, kayaking, swimming pool, karaoke and etc. But Karaoke is a bit annoying during the night time, only the karaoke is not matched their nature environment. Except from this, its worth to stay if you are natural lover.below is their contact:Sahom Valley Sdn BhdLot 228800 Kg Sahom31900 KamparPerak Darul Ridzuan Tel: 012-488-2480 / 012-212-2480Email: sahomvalley@gmail.comfb: sahom valley - agro & eko resort",Dec 2015,December 2015,Friends
Sahom Valley - Agro & Eco Resort,3.5,Lot 228800 Jalan Sahom,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d9728240-Reviews-Sahom_Valley_Agro_Eco_Resort-Kampar_Kampar_District_Perak.html,roy r,malaysia,21,10,"offers tranquil and basic facilities for a summer camp type family day with cool weather and surrounding mountain breeze. excellent for family bonding.a kampong type resort that offers a main kampong mordern wooden house and four semi d chalet, a main bangsal for family discussion, a big hallway and an open lobby.it also includes a wet  kitchen, large dinning area over facing mountain rangers as backgrounds, a family size pool and childrens pool. located on top of a small hill, the resort is tranquil and refreshing.",May 2016,April 2016,Families
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,Ho P,No Country,11,5,"We didn't go for swim and eat at the restaurant, purely bringing kid for see animals in the farm.No expensive for the ticket. Very simple and basic, can see some place still renovation. There is no description on what plant they're showing.",Dec 2018,November 2018,None
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,julius t,"Shah Alam, Malaysia",191,15,"A nice water pool especially the source of water directly from the mountain.  Kids love it so much as they are like playing at waterfalls.  Other that water activities, it also offer mini zoo but seriously nothing shout about.Considering value for money, my answer is average.",Jun 2019,June 2019,Families
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,Jo-Ann,"Kuala Lumpur, Malaysia","11,620","19,510","Refarm has a pretty cool concept, except it has public pools. So the place is swimming with people. The vegetable garden was okay, hoping they will improve on that. The animal farm is sorry looking. Farm is RM 10 per person. Quite a good idea to be able to take a walk before or after your meal at the restaurant. Restaurant cooks well. Food is tasty. We ordered herbal chicken, 4 kinds of beans cooked in belacan, yam ring with crispy prawns, fish fillet with ginger and onions and salted egg bittergourd. Everything was awesome except the yam ring, too small and too thin. The rest was tasty and fish and prawns were fresh. Good job!",Oct 2018,October 2018,Friends
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,Jo-Ann,"Kuala Lumpur, Malaysia","11,620","19,510","Loved it all, 26 acres of recreational farm. Veggie garden was nice although can be better. Mini zoo was entertaining. Waterfalls are beautiful. Time tunnel of history was lovely. Food was nicely cooked and of good taste.",May 2020,December 2019,Friends
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,Gee n vee,"Ipoh, Malaysia",13,0,"Its a good place for family outing. They need to inform on the shower section. Other than that for the price is consider ok. Children who don't have experience with tame animals and plants, this place is the place.",Feb 2019,December 2018,None
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,Felix M,"Subang Jaya, Malaysia",93,5,"Love the natural sight, great animals conservation, friendly staff and farm concept. If a kid visit sure enlightening their day and family rejoiceful. Eco friendly  farm concept was ideal and unique. Lots of activities could going on, have a wonderful ahead weekend short escape would foster mutual family unión.",Sep 2018,September 2018,Friends
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,Wei J,"Selangor, Malaysia",97,24,Healthy and nutrition food selling in the restaurant attached to the farm. It is large of the area as it includes a mini zoo. A time tunnel to review history of Kampar. Facilities like resorts and swimming pools suitable for family gathering.,Jan 2018,December 2017,Families
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,lindasllim,"Kuala Lumpur, Malaysia",879,99,"We were on a tour of Kampar and came to this farm.  There's a mini zoo, fish pond, turtle pond and swimming pool. The greenhouses here supply organic vegetables to the restaurant. It also rears fish and chicken for the restaurant's menu. A nice place with a beautiful landscape garden with plants, ponds and models of animals such a deers and sheep surrounding this area. Accommodation is available on this farm for family and friends.A peaceful place for a farm stay experience.",Sep 2017,September 2017,Friends
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,babyangel2007,"leeds, uk","3,881",283,"me and my friend was heading back to KL from Pangkor when she recommended coming here for lunchmy friend knows i'm passionate about foodshe told me that this restaurant has a farm behind and that the produce is from the on site farmupon arrival, it looked like any basic road side restaurants here in malaysiawe ordered a fish, a chicken and a vegetable dishall cooked very nice, but what was so good was that you could taste the freshness of the food usedwe got chatting to one of the owner Parick, where he took us on a guide around the farmi loved it, although not fully completed, i was very excited to see every section of his fam was thought out, from a vegetable patch, a fish farm, animals...where fresh eggs are laidthere's even accomodationi have only ever heard of one restaurant food farm, and that was in england which opened last yearso for my friend to bring me here, it was a very nice supriseloved every moment from dining to seeing the farmif your serious about your food produce then i highly recommend coming here for a visitthe fruit are still not fully gron and will take another two years",Mar 2017,March 2017,Friends
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,AhJian,"Kuala Lumpur, Malaysia",154,27,"Not really many interactive with the animal, we didn't find the place where we can feed the small chicken. The swimming pool might be crowded with local family. However, the restaurant food was good in taste and price.",Jul 2017,December 2016,None
Refarm,3.5,Lot 6059,Malaysia,35350,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d11865891-Reviews-Refarm-Kampar_Kampar_District_Perak.html,phaikkhee,"Bukit Mertajam, Malaysia",20,14,"Lots of activities for kids to spend time. Catching fish,  feeding animals and swimming at the waterfall. The restaurant food are good with reasonable price.  Highly recommend their own organic vegetable, chicken and fish, We also booked a cabin for a nite stay. Room is comfort and clean.  Suitable for a short family trip.",Dec 2016,December 2016,Families
OYO 89539 Hotel Siswa,0.0,"No. 3, Jalan Siswa, Taman Kampar Siswa",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d17551318-Reviews-OYO_89539_Hotel_Siswa-Kampar_Kampar_District_Perak.html,None,None,None,None,None,None,None,None
The Meadow Park,0.0,Off Persiaran Agacia 1 Bandar Agacia,Malaysia,31910,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15357763-Reviews-The_Meadow_Park-Kampar_Kampar_District_Perak.html,None,None,None,None,None,None,None,None
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,lourencechee,"Puchong, Malaysia",81,25,"when hotel new every thing is good...but some in.provement need to be Done, the toilet is too slipy... water preaure not enough... becouse the shower head is default plastic.. ..no toilet paper, or tissue..so weird...aircond too slow to get cold..  other than that is ok.. with this price...",Dec 2019,December 2019,Families
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,Kembara2010,"Denver, Colorado",7,11,"All we needed was a place to spend the night. Our little ones were cranky and it was getting late due to crazy raya traffic. The price was super affordable, and the room was clean, so we were very happy with our stay.",Jun 2019,June 2019,Families
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,julius t,"Shah Alam, Malaysia",191,15,"Surely this hotel is value for money even though the room is slightly smaller.   Expect basic amenities such as fridge not available even at common area at reception.  Considering the facts it strategic, it value for money.  Overall, it good bargain booking thru online as the hotel is new.",Jun 2019,June 2019,Families
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,mokexoxo,No Country,4,0,"i was very unhappy with my recent stay at your hotel . Your front desk superior , NOMI was very unhelpful and do not display her professionalism in handling and unhappy , short - changed guest . She becomes more rude and call me STUPID GUEST in low tone but i still can heard that words. As a hotelier you can't be rude to the guest and need to greet guest upon checking in not by sitting down and tight face . This will be my first and last stay at your hotel . I will definitely NOT recommed this to my friends and business associates . Time to review the professionalism of your managment staff and learn how to train your superior front desk .",Jul 2019,July 2019,Business
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,Cyy_yiing,"Shah Alam, Malaysia",8,0,"Newly build hotel located at Kampar old town, 5 min walk to Kampar pasar and food court, next door is 7-11. Room is spacious, clean and come along with towel, shower gel, shampoo and toothbrush set.Friendly staff.",Mar 2019,March 2019,Families
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,Kumara G,No Country,5,4,"Room is clean. But small.Don't expect services or facility compared to standard Hotels. Enough for 1 or 2 night stay.Worth the cleanliness and price.Air-conditioning in the room is lousy. The wall unit takes forever to cool the room.Other than that. bring your own picnic bag if you want coffee, water and bites at short notice. Late dinner up to 9pm is possible around the town, if you can drive around.",Mar 2019,March 2019,None
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,Marquess C,"Seremban, Malaysia",40,22,"The hotel located at center of Kampar town, location wise very nice, able to get nice food easily. The room very basic, TV, air-conditioned and bath room atteched. However the ventilation fan sound quite loud. Did not complain when i stay but shut it down together with bathroom light. If you travel alone, this is the hotel else, please look for bigger rrom.",Feb 2019,February 2019,Families
MD Boutique Hotel,3.5,20 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d15618596-Reviews-MD_Boutique_Hotel-Kampar_Kampar_District_Perak.html,Chee Ken C,"Petaling Jaya, Malaysia",167,35,"This is a boutique hotel but it looks elegant. Hotel newly opened in Dec 2018. It is a 5 stories building with lift. Room is bright and size is big. Bathroom is clean with high pressure shower. Bed is comfortable, flat screen TV with normal channels, kettle and 2 bottles of water is provided. WIFI is strong. Public car park is beside the hotel. The staff are friendly and their service is efficiency. The location is convenient and 7 11 just at next door. Many food stall nearby the hotel.It is value for money.",Feb 2019,February 2019,Families
OYO 90054 Summer Inn,0.0,"1-G, Pusat Perdagangan Kampar Barat, Jalan Kampar Barat 1",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d21249393-Reviews-OYO_90054_Summer_Inn-Kampar_Kampar_District_Perak.html,None,None,None,None,None,None,None,None
OYO 44022 Kampar Times Inn Hotel,3.5,"No 11&12, Jalan Siswa",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d6437687-Reviews-OYO_44022_Kampar_Times_Inn_Hotel-Kampar_Kampar_District_Perak.html,Winston Chuah,"Subang Jaya, Malaysia",266,66,"First, set your expectation straight, the names say it all, it's called Kampar Times ""Inn"" Hotel. So don't expect any services from a 2,3,4 or 5-star hotel. This is budget accommodation - no breakfast, no room service, no bar/lounge, etc.If you get past that, the rooms are actually nice and moderately clean. It has hot showers and free wi-fi. If you're a family of 4, the rooms will not be adequate to fit all of you as in my case, so I ended up booking 2 rooms which are ok considering the price I paid. Location wise, its situation along the main road heading towards Kampar (if you're from Gopeng) about 3KM from Kampar city center.",Feb 2018,February 2018,Families
OYO 44022 Kampar Times Inn Hotel,3.5,"No 11&12, Jalan Siswa",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d6437687-Reviews-OYO_44022_Kampar_Times_Inn_Hotel-Kampar_Kampar_District_Perak.html,izzatul I,malaysia,39,10,"here, it is good and comfortable. im came with my friend. it is near the shopping mall (tesco, giant) and also variety of food. room quite cosy if you choose 2 queen beds. so large, but if only a queen and a single bed, its a little bit narrow. iron, kettle, wifi and towel provided.",May 2015,May 2015,Business
OYO 44022 Kampar Times Inn Hotel,3.5,"No 11&12, Jalan Siswa",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d6437687-Reviews-OYO_44022_Kampar_Times_Inn_Hotel-Kampar_Kampar_District_Perak.html,Richard M,"Maidstone, United Kingdom",48,27,"Located on the outskirts of Kampar near Tesco shopping mall where there are plenty of cheap places to eat.This hotel is a basic budget hotel which is clean & comfortable. The owners are not particularly friendly , requiring payment for anything extra ( e.g extra pillow ).",Nov 2015,October 2015,Couples
OYO 44022 Kampar Times Inn Hotel,3.5,"No 11&12, Jalan Siswa",Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Hotel_Review-g3522152-d6437687-Reviews-OYO_44022_Kampar_Times_Inn_Hotel-Kampar_Kampar_District_Perak.html,Veepy,"Bengaluru, India",363,233,"Arguably one of the best and compact bnbs in kampar. Modestly priced, the rooms are spacious and comfortable and the service is very friendly. The university is barely 10 minutes away and there are several eating joints nearby.",Dec 2014,December 2014,Friends
