Name,Rate,Address,Country,Pos Code,State,URL,Username,User Location,User Contribution,User Helpful Vote,Comment,User Response Date,Date Of Stay,User Traveller Type
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Marie N,No Country,6,5,Friendly and accommodating staff. Michelle in particular was very helpful in suggesting places to eat at and what to try. Easy to walk to Lake Gardens and some other attractions + easy walking distance to bus depot. Bathroom not as clean as perhaps it could have been - a little mouldy near shower and in toilet but not bad.As with most Asian beds mattress very firm but comfortable.,Sep 2018,September 2018,Solo
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Harry Einis,"Kuala Lumpur, Malaysia",124,45,"Second time I have stayed here when visiting Taiping. This hotel does not appear flashy. But it's everything you need in a hotel; it's clean, staff helpful, rooms cleaned well. Bathrooms decent, beds clean & comfortable, good shower pressure. Got hot water kettles, coffee sachets, even slippers & hair dryer. The location is excellent as you are walking distance to pretty much everywhere including lake gardens. Best thing is late night hawker stalls less than 50meters from hotel. So if need a feed at 11pm at night, just stroll down the road till you see a kfc, next to that is the late night hawker centre. A little hint; room 305 I believe is only room with a balcony, it's same price as standard deluxe room but in my opinion better than others.",Dec 2018,December 2018,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,seethahunt,"Kuala Lumpur, Kuala Lumpur, Malaysia",5,4,I stayed here for a night enroute to Penang. Was very happy with its cleanliness and staff service. Its pretty basic but the rooms are clean and new. The space is a little tight but I had a room to myself so it was fine. I expect it wld be difficult for sharing. Location was fine too with some eateries walking distance. Try West Joy Cafe for Chinese food. Try also Krish Curry House for good Indian food and clean restaurant.,Nov 2018,November 2018,Friends
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,terryong2,"Brisbane, Australia",2,2,"love the location and the friendly staff. Clean, comfortable and great warm shower. Good price and great hospitality. Right in the centre of Taiping city and walking distance to all amenities. Great personal care and attention to any details or complaints. Staff try their best to make your stay as pleasant as possible.",Nov 2018,October 2018,Couples
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,kawanut,"Kuala Lumpur, Malaysia",752,79,"Stayed one night to attend a wake in Taiping.Louis Hotel came in due to proximity to hawker center and located in town centerCheck in was fuss free. I had made the booking via calling in a day earlier. Rate was similar to booking sites. Madam lady at counter was efficient in handling my check-in. Had to pay in advance but hotel did not ask for any 'deposit' Given room on 2nd floor facing the back portion.  Room size was reasonable. The small window in room overlook the side alley did not offer any refreshing view. I got a king size bed. There were plenty of power wall sockets to power up any devices. Some were even equipped with USB sockets which was a nice touch to charge up mobile phones.  Aircon was split unit type (approx 1hp). There was a personal safe besides a stainless steel jug kettle (I prefer this over the cheapo plastic kettle), wall-mounted hair-dryer and 32in flat TV completed the room offerings  Toilet was surprising big and is equipped with a rain shower head besides a normal shower head. A basic basin and a sitting toilet (WC) completed the  toilet setup As for toiletries, the shampoo/body gel was dispensing type mounted on wall. I love the little nice touch like disposable slippers and toothbrushes which were rare in 'budget' category hotel Room / toilet's cleanness was impeccable.  Towels felt fresh and floor was spotless clean.For those needing 'extra' bright lights to read, room's lights was super bright PROvery clean premise location is ideal for foodreasonable rate very friendly staff CONmay be hard to find parking which is public surrounding (the old wet market) can be a turn off and can be smelly at times bed mattress can be better (probably due to age ..2 years plus) and hurt sleep comfort air con discharge (water dripping and hitting the awning) was a bit disturbing to sleep",Sep 2018,September 2018,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,flewis2000,"Kuala Lumpur, Malaysia",41,17,"After searching for a place to stay for one night in Taiping, we chose this one based on the price and reviews.We're glad that we did.The hotel was easy to find using one of the maps app. We must have been lucky as we got parking right infant of the front door. This was early evening around 6-7pm. The reception was friendly and showed us the room before we confirmed. We agreed after seeing that the room was spacious, looked clean and nicely decorated with modern fittings.The hotel has no cafe or food, but no problem because just a one minute walk away is a massive food centre with a wide variety of local dishes. The bathroom was big enough with a nice rain shower. The bed was very comfortable with nice clean linen.Short story, it was a very pleasant stay and would definitely stay here again if ever we were to visit Taiping or nearby.",Aug 2018,August 2018,None
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,alice yuenxi,"Seremban, Malaysia",30,8,There’s no free parking You still have to buy parking coupon to place in your car to avoid summon I booked triple deluxe room，room 103Surprisingly the room is quite spacious and is not noisy during daytime and nighttime. Front desk service is good and efficient. The location is very convenient to walk by any hawker centre or convenient store,Jul 2018,July 2018,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,vighnesvaran v,No Country,3,0,"Well managed , well received . Eatery walking distances . Interior well designed and kept .Worth for paying. Good place to put up a night or twoYeap. Affordable , clean , good setup , strategic place",May 2018,May 2018,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Subramaniam A,"Kuala Lumpur, Malaysia",7,2,"This is a new renovated place with clean rooms & bathrooms with led lights. In town center nearby market.Friendly reception, parking available,However since nearby market, little noisy at 3am onwards as the Lorries were loading unloading etc.",Feb 2018,February 2018,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Nigel C,No Country,1,0,My wife and I are regular visitors to Taiping and we stayed for most of February 2018. The staff are friendly and helpful. Michelle at the front desk was especially helpful and resolved any minor issues quickly and always had a smile. The rooms are clean and make the most of the space. The beds are comfortable.The market side was a little noisy at night but the inner rooms were quieter. Hotel is close to most amenities.We would come again.,Mar 2018,February 2018,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Tan K,No Country,1,1,"Hotel room was very clean! Kudos to Housekeeping, very impressive. From the rooms, bathrooms, sitting area. There are ample space to put your stuffs too since the room is quite big. Staff are also friendly and helpful, esp Michelle. Would not hesitate to recommend it to friends.",Dec 2017,December 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Joleen L,No Country,4,4,"I am glad I chose to stay in this hotel in Taiping. Its location is unbelievably close (within walking distant) to all the good food places that be be found in Google foodie pages. It is just opposite the Taiping wet market, so if you dont mind the morning market smell, this hotel is actually quite alright. The facilities are all still quite new and very, very clean. Staff are also very friendly, helpful and respond promptly - I found out that my room's aircond was leaking water late at night so I inform the reception and to my surprise, the aircond was being fixed first thing in the morning as I came back from my breakfast. Parking is the normal public parking lot and depends on your luck to find it but it is hardly an issue. The hotel helps to cover for your parking during the morning session only  and as for the afternoon session, you have to purchase your own Majlis Perbandaran Taiping (MPT) parking coupons (there are a few shops nearby selling them). Just a quick comment that possibly the shower heads are installed a little bit too high for short people like me - I have to stretch quite a bit to get the shower head out of the holder (to bathe my children). Overall, good hotel and will definitely stay in this hotel again for my next visit to Taiping.",Dec 2017,December 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,AileenLim,"Klang, Malaysia",4,3,"Clean spacious bed, wide bathroom with rainshower, quick housekeeping service, strategic location to laundry, hawker centre, fast food and convenience store. We got a parking summon after we check-in. They offered to pay for us.",Dec 2017,December 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,RonA_Plymouth,"Plymouth, United Kingdom","1,209",400,"We stayed a couple of nights and was very comfortable. The staff were very friendly and helpful. It is a recently refurbished hotel to a very good standard, with USB sockets, safe box that read finger prints, super shower, etc A good location in easy strolling distance of local food, sights etc. Recommended.",Dec 2017,December 2017,Couples
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Jonathan Y,"Kuala Lumpur, Malaysia",841,193,"This hotel is just located in the centre of Taiping old Town to be more exact in front of an old wet market. There are adjacent attractions such as the Perak Museum, Plaza pembandaran Taiping and Taiping Shopping Mall. All those can be visited by walking distance from the hotel.This hotel also have free WiFi and as well free Parking. There are also parking lots available in front of the hotel. Due to the convenience, my parents and I decided to take this hotel and put a night there. We took the triple deluxe that consist of one single bed and one queen bed. When we arrived and check in to our room, the room was neat and tidy.Each time when we check in to our hotel, we will usually test the keys and the door to check whether it is lock properly or not. This time, we tested and we found that the keys are not working. So I ran down stairs to the lobby to change the keys. Finally the keys can work and the door can open and close.In the hotel room, there is a hot water shower and a big LED TV in the room with international channels. The Air condition unit in our room is working fine. The staff of this hotel is friendly and polite",Dec 2017,December 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Lin7555,"Kuala Lumpur, Malaysia",44,7,"Enjoyed the stay. It's close to the eateries. For night food just walk to Siang Malam for food during the day there are a plenty eateries nearby. Larut Matang food court, Two famous cendol stalls (Ansari & Bismillah), Prima and even Taiping Mall are within walking distance. The accommodation itself is clean. Good strong shower, spacious room, beds are fine, friendly hotel staff. No facilities though. Parking maybe a bit hard during peak times as there's no designated hotel parking. The Hotel gives you car park coupons though.  If you are in Taiping for a foodie trip, this would definitely be the best location and a great place to stay.",Nov 2017,November 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Rayyap,"Sydney, Australia",31,16,"Louis Hotel is strategically located right at the heart of town where access to food and other amenities are excellent. Room design is of standard quality. However, comfort is one of it's main problem here. First of all, noise insulation for windows are poor. This is especially true for rooms facing the market so be prepared to be woken up by traders getting ready at 3 am. The pillows are too soft. Whilst this is ok for some people but not all people would prefer a soft pillow. Wall thickness in between rooms is also questionable because when our next door neighbour showers, we could hear it very loud and clear. Not too ideal if your neighbour chooses to shower past midnight. However, if you are looking for a covenient location just to bunk this place is OK. For comfort, I would suggest somewhere else.",Oct 2017,October 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Yoke_Ming,"Kuala Lumpur, Malaysia",244,15,"The location is great, surrounded by old houses in the center of town, whereby near to local foods, shopping mall, and tourist attractions. The beautiful lake garden is just next to town, within walking distance. The hotel is quite new and the room is spacious, clean and bright lighting with basic amenities. Very friendly and helpful staff. However, the hotel is just next to the local wet market, it gets very busy on the street during early morning, and the odour from the market is terrible, but it doesn't affect within the hotel premises.",Oct 2017,October 2017,Couples
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,kezenku5,"Klang, Malaysia",37,11,Good and clean hotel. Friendly staff. Good water flow in the bathroom. 7-E nearby. Next to old morning local market. No traffic jam! Parking coupon supplied throughout our stay. Walking distance to Taiping Mall and the famous Yong Tau Foo food court.,Oct 2017,September 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Angelina T,"Kuala Lumpur, Malaysia",68,13,"..although we only stayed a night recently, we definitely would stay in Louis again on our next a trip up north ..and it is value for money. We enjoyed the spacious rooms, and the bathroom ..after a long day of touring at Kuala Sepetang, showering under the rain-shower, water pressure was amazing! Louis is located smack in town, next to the wet market (one of it’s kind still standing), 7-eleven is right next building behind the hotel and a quint food-court across the road at Jalan Kota.  If you have no idea what to eat and what to do in Taiping.. don’t worry, just ask the front-desk staff .. Michelle helped us with some recommendations on food ..and we enjoyed local food for dinner, breakfast and lunch .. all within walking distance.We know some reviewers had written that staying @ Louis can be noisy  with the sound of market opening as early as 4am ..that is just being part of living downtown ..and with the air-condition on, it is not that loud .. so that did not bother us at all. What matters most is the cleanliness of the hotel ..keep up the good work staff of Louis ..we truly enjoyed our stay!!Photos 1 - is the view of Taiping town from the roof-top of Louis HotelPhoto 2 - the food court at night, just around the corner from the hotel.  Photo 3 - my favourite iced-drink while holidaying in Taiping “Hor-Ka-Sai” in Hokkien - i.e. Tiger bites Lion .. a mix of Milo with Coffee ..yummy!",Oct 2017,September 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,cyongyong,"Bayan Lepas, Malaysia",118,20,"We stayed here ( 2 adult and 1 toddler -1 year old ) for one night .Check-in procedure was ok but they do not have baby cot. Room wise was big with comfortable and clean. Noise wise , my husband is a light sleeper so he was unable to sleep due to the noise from the traffic . However baby and i have a good sleep. I will definitely stay here again. I love the location of this hotel. Next door you have 7 eleven and opposite you have KFC .",Sep 2017,September 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,TeikBoon C,No Country,181,34,"Tried this hotel in March 2017 for the first time. Really glad I did. The rates were very reasonable, very clean and comfortable room and excellent assistance from the front desk. This hotel is located right next to the market of Taiping and therefore walking distance to most places of interest in town and the best eating places. They even provide parking coupons for your car since it is paid street parking. The bath rooms faucet and shower light up when water is turned on, a rather fun feature. Since it is located near the market, be prepared for strong smells especially late morning. The closeness to the siang malam hawker centre, Tai Chien coffee shop and Ansari Cendol makes it a worthwhile stay.",Aug 2017,March 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,CyclingBen,Melaka,23,11,"The hotel location is strategic right in the middle of the old town so food joints are within walking distance. At night after you're done with dinner and the night is still early, you can walk to Taiping Mall. Hotel room is clean with large bathroom. Reception staffs are friendly. Will definitely stay here again if ever come to Taping.",Sep 2017,August 2017,None
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Wingc633,"Hong Kong, China","2,193",113,"The hotel is located about twenty minutes walk from Taiping train station. I went there on 9 September 2017.The room was clean and spacious, my room was superior twin, it had no bath tub, no shower curtain, only a shower area inside the toilet. So everything turned wet after taking a bath. Inside the room, there was a safe, hairdryer, tea pot and two bottles of free drinking water.No breakfast was provided as it had no restaurant within the hotel.There was a big food stall within the walking distance, it was around ten minutes walk. The sound insulation was poor as the hotel was located next the road. The staff was friendly. Guests were required to pay MYR10 for custom tax for each room.Just to conclusion, the hotel was clean and the location was convenient, but the sound insulation had to be improved. I am not sure if I would stay there again.",Sep 2017,September 2017,Couples
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,MichaelMcCollister,"Taichung, Taiwan","1,092",30,"If you're looking for a clean and affordable place right in the center of town with access to all kinds of great Taiping treats, Louis Hotel is a solid choice. Only stayed a couple of nights but really enjoyed the place. Staff are friendly and the room is spacious and well designed. And Taiping is just a great place to spend 2-3 days on your trip through Malaysia!",Sep 2017,August 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,tastyjuice007,Malaysia,14,7,"Clean hotel and clean, tidy rooms. Convenient location in town area, with hawker stalls and a 7-11 convenience store located nearby within walking distance. The hotel is located right next to a wet market - the usual wet market odour right outside the hotel. There are no designated parking lots for this hotel, though there are city council parking lots outside and beside the hotel with parking coupons provided by the hotel. Hotel rooms and environment are clean and tidy with basic amenities provided. Shower with good water pressure. Simple, clean hotel.",Aug 2017,July 2017,Couples
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,SeaHee,"Kuala Lumpur, Malaysia",116,17,"decided to drop by taiping for 1 night on an unplanned trip and found this new hotel. the kind receptionist gave a discounted price for a bigger room because the standard room were full. At first my concern is the noise of the swallow made by the near by bird nest's house. It is a norm in small town like this where the owner convert the abandone house to culture bird nest. however, the noise was quiet down during the night. Didn't smell anything from the nearby market, probably the room is not facing the market.Although it is in the town area and the hotel located on a busy road, it was quiet throughout the night and we had a good sleep till late morning next day.",Aug 2017,August 2017,Friends
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,Lim_Family12,"Seremban, Malaysia",28,14,"If you're ever in Taiping, I would recommend that you head straight for this hotel. Doesn't look like much from the surroundings, because it hasn't any parking and it's opposite the wet market, hence an unpleasant odour hangs about. But step inside and you're in a whole new environment. The hotel is excellent value for money, with great staff and a tastefully furnished room for our family of three. All the basic amenities were available for a good night's sleep. What's more, to make up for the absence of hotel parking, the management provided council parking coupons for us to park kerbside, which is of great convenience. Head in any direction from the hotel entrance, and great Taiping hawker food awaits you. We'll stay there again next time we're in town.",Jul 2017,July 2017,Families
Louis Hotel,4.5,"129-131, Jalan Pasar.",Malaysia,34000,Taiping,https://www.tripadvisor.com.my/Hotel_Review-g670111-d9793195-Reviews-Louis_Hotel-Taiping_Larut_Matang_dan_Selama_District_Perak.html,grilledalso,Malaysia,248,40,"A small hotel but fortunately has a small elevator that services the upper floors.  The room is surprisingly spacious and clean. The rooms overlook a wet market so it can be quite noisy as early as 5.30 am. Light sleepers will definitely be awaken by the squeaking sound of the market gates opening and chatters of the workers unloading fresh supplies. Toiletries are provided.  The water pressure in the bathroom is  so good that one really can enjoy a good shower.  Hotel is still new so everything is clean. Housekeeping needs to look into the damp smell of the otherwise clean, white towels.The hotel is within walking distance of a food court which the locals called a ""casual market"".  It also in the vicinity of another food court called ""siang malam"" (day night) that opens from 6pm to 4am the next morning.  Hence its name !",Jun 2017,April 2017,Families
