Name,Ranking,Cuisine,Address,Country,Postcode,City,URL,Username,User Location,User Rating,User Contribution,User Helpful Vote,Comment,User Response Date,Date Of Stay / Experienced / Visit,User Traveller Type
Chan Siew Heng Claypot Chicken Rice 陳少卿瓦煲雞飯,4.5,Chinese,47 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d7243567-Reviews-Chan_Siew_Heng_Claypot_Chicken_Rice-Kampar_Kampar_District_Perak.html,Chin Y,"Petaling Jaya, Malaysia",4.0,9,0,"Still our preferred clay pot chicken rice compare with other shop, I however expect the long wait especially during the dinner peak hours could wait up to 45 minutes till an hour.",5 August 2016 ,August 2016,None
Chan Siew Heng Claypot Chicken Rice 陳少卿瓦煲雞飯,4.5,Chinese,47 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d7243567-Reviews-Chan_Siew_Heng_Claypot_Chicken_Rice-Kampar_Kampar_District_Perak.html,MAKANRANGERS,"Kuala Lumpur, Malaysia",4.0,361,72,"I've been eating here since I was a kid. The current owner is the son of the founder, a big rounded man whom everyone called ''Fei Lou claypot chicken rice''. His son is even more rgged spotting tattoos and bleach blonde hair!
The interior is...More",29 April 2016 ,February 2016,None
Chan Siew Heng Claypot Chicken Rice 陳少卿瓦煲雞飯,4.5,Chinese,47 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d7243567-Reviews-Chan_Siew_Heng_Claypot_Chicken_Rice-Kampar_Kampar_District_Perak.html,SamanthaCYL,"Kuala Lumpur, Malaysia",5.0,29,33,"This is a very old restaurant and the current owner is actually the son of the founder (got this info from a local lady, please correct me if I'm wrong).

Me and my husband had a short trip to Kampar last weekend and had dinner...More",22 September 2014 ,September 2014,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,pianocello,"Shah Alam, Malaysia",5.0,807,330,"We ordered sweet and sour pork, qinglong, omelette. I consider these dishes normal and common dishes you can find in almost any Chinese restaurant.  What we got were the best we have ever eaten anywhere. The omelette was huge, crispy and full of generous fillings....More",1 week ago ,August 2020,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,The_Traveler010710,"Shah Alam, Malaysia",5.0,308,232,"Looks like Kampar is famous with its Chicken Curry in a Bun. There’s few restaurant serving this dish as their speciality. We came to Jia Kampar as it was rated 2nd from 22 restaurants in Kampar.

The owner and staff are friendly. The guy that...More",2 August 2020 ,August 2020,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,TomGuppy,"Sherborne, United Kingdom",5.0,399,202,My family enjoyed a meal here. We went yo sample the chicken curry bun. A baked loaf with a chicken curry wrapped inside. It was delicious. Vegetable sides to accompany. A local speciality well worth trying!,16 July 2020 ,July 2020,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,monobug,"Kuala Lumpur, Malaysia",5.0,19,7,This Restuarant serves very delicious Chinese dishes at very economical price.  Must try. Serving is big.  Fish cooked in Thai style sauce is delicious. Opposite this Restuarant you can buy vacuum packed smoked duck or salted chicken.  It’s a must try smoked duck.,10 July 2019 ,June 2019,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,Karen K,"Taiping, Malaysia",4.0,20,15,Purchased this as a takeaway. Curry chicken baked inside a loaf. Good for a group of four. Slice open the bread and inside you will find chicken curry wrapped in baking paper (this is to prevent the curry from soaking into the bread & making it soggy). Tear off pieces of the bread and dip into the curry sauce and take the chicken pieces. Not too spicy for the Malaysian palette but maybe a bit for the western one.,22 March 2019 ,March 2019,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,szenth25,"Kuala Lumpur, Malaysia",5.0,43,19,"We went here for our casual dinner and the dishes was delicious. Since it is operated in a small town, my aunt kinda knew them rather than me! Overall, we enjoyed our meal there and had a great time catching up with the family.",3 October 2018 ,December 2017,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,aarontham,"Petaling Jaya, Malaysia",4.0,158,27,Now better place for Curry Bread; their dishes are averagely very nice. Try the egg tart if you like sweet tidbits.,13 November 2016 ,November 2016,None
Restaurant Jia Kampar,5.0,None,No. 9 & 11 Jalan Masjid,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d10729027-Reviews-Restaurant_Jia_Kampar-Kampar_Kampar_District_Perak.html,R3125SY_,No Country,5.0,24,10,the restaurant was have many seat but easily occupied by guest. Reservation available and recommend to make reservation. The food was great even simple stir fried vege. although the restaurant was crowded but the service was amazingly fast. will recommend this to others.,10 August 2016 ,August 2016,None
Spade's Burger Kampar,4.0,"Fast food, Asian, Malaysian",Jalan Hala Timah 1 Taman Bandar Baru,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d13340264-Reviews-Spade_s_Burger_Kampar-Kampar_Kampar_District_Perak.html,RGD1009,"Kuala Lumpur, Malaysia",5.0,14,2,Spade Burger is a great place for gourmet burgers when staying in Kampar.   The service is good and the food is excellent.,22 July 2019 ,July 2019,None
Spade's Burger Kampar,4.0,"Fast food, Asian, Malaysian",Jalan Hala Timah 1 Taman Bandar Baru,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d13340264-Reviews-Spade_s_Burger_Kampar-Kampar_Kampar_District_Perak.html,spud30,"Manchester, United Kingdom",5.0,41,23,"Delicious pork burgers and proper fries. Helpful staff guided me through the menu and everything was cooked to order. 
I hope that they successfully expand because I want to experience this again.",28 July 2018 ,July 2018,None
Spade's Burger Kampar,4.0,"Fast food, Asian, Malaysian",Jalan Hala Timah 1 Taman Bandar Baru,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d13340264-Reviews-Spade_s_Burger_Kampar-Kampar_Kampar_District_Perak.html,srain c,"Kampar District, Malaysia",4.0,12,7,"Only can found pork burger in kampar,they got alot choices and also the pork nugget you can add on 2pc when u buy a meal",9 July 2018 ,July 2018,None
Spade's Burger Kampar,4.0,"Fast food, Asian, Malaysian",Jalan Hala Timah 1 Taman Bandar Baru,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d13340264-Reviews-Spade_s_Burger_Kampar-Kampar_Kampar_District_Perak.html,SummerDay05,Malaysia,3.0,13,5,It's a fast food restaurant. Visited several times and I like the pork burger and porket. Worth for a try.,15 June 2018 ,June 2018,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,BobBobGolden,"Kuala Lumpur, Malaysia",3.0,602,243,"The resturant is very old style, both food and service. You know what I mean. Decided not to eat in.However, we take away a bun and put in the oven at home after 2 hours. Still excellent. Curry a bit spicy and well match the bun.",31 July 2020 ,July 2020,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,Patrick C,"Kuala Lumpur, Malaysia",2.0,59,23,"Took the chicken curry bun dish. The chicken portion are mostly bones portion. Not much to eat. Curry gravy very starchy. Seem like put lots of corn flour to make the gravy starchy. Taste wise, taste lousy no curry flavour. The bread is reasonable good. Food a bit expensive. Would not consider going back again. No ideas how come many tourist go there for food. The place open even at 3pm too.",6 November 2019 ,October 2019,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,judeboniface,"Kuala Lumpur, Malaysia",4.0,29,11,Reached Kampar at 3 pm Was looking forward for a good place for curry bun All places isuggested was close Do not serve at 3 pm till by chance found this place Clean Very friendly staff I must give credit to them most are middle aged or senior and they are patient and helpful They only speak Malay or Chinese at least no one spoke English to me Food curry bun chicken I would give 7 Taste is goodOrdered fried rice was nice The bitter gourd in egg was lovelyAtmosphere is like most Chinese shops with AircontIt’s the first time I hv seen a menu with no price in itQuiet scary Do I asked the price before I ordered U can’t blame meOther then that they told me the even have mutton curry bun but I did not order itOverall experiment was good At least this shop don’t worry about time Again I give credit to the staff,12 August 2019 ,August 2019,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,swkwan,"Kuala Lumpur, Malaysia",4.0,63,17,I packed one herbal chicken bun for dinner with family. It tasted good and could feed 6/7 persons. Quite a steal. Most importantly it tasted great.,27 May 2019 ,May 2019,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,JeeKaur26,"Kuala Lumpur, Malaysia",1.0,10,0,We went there to have the curry chicken bun. Curry didnt really have flavour. Bun was bad. Food was cold. Poor hygiene. And it was very expensive. Its a tourist trap. Stay away,30 April 2019 ,April 2019,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,rebekahyg,No Country,3.0,3,0,"The restaurant was so packed that we decided to takeaway 2 curry breads. The bread became rock hard when reheated. Probably best to eat in the restaurant. Curry was fine, a little spicier than average I would say, which was nice. For the taste and size, the price was a little steep, at RM36 per bread.",20 March 2019 ,March 2019,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,Kelly H,No Country,1.0,2,0,Bought home 3 of the curry breads for my family and friends. End up all got food poisoning with vomitting and diarrhoea with exception of a few of us with iron stomachs. Do not buy!,18 October 2018 ,October 2018,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,benandblondie,"Dubai, United Arab Emirates",3.0,283,76,"Nice to try something different, but nothing special. Other dishes were okay. You can purchase their own made curry paste.",22 August 2018 ,August 2018,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,FlorenceH626,"Penang Island, Malaysia",5.0,91,39,"We had the curry chicken in a bun as well as their signature Sang Ha noodle here. Both were excellent. The bread is handmade, and wrapped round chicken curry in a paper packet. It was a unique experience. The curry was tasty and not too spicy. Tear off the bread surrounding the paper packet and dip into the curry sauce for a sumptuous experience. The portion was generous and we had leftovers (3 adults, one child). Next up was the noodles. They were generous with the prawns (udang galah) and we could taste the freshness and sweetness of the prawns. The restaurant is air conditioned and very clean. There are more items on the menu to try and we only wished we had room to try them all! ",19 August 2018 ,August 2018,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,CayleyTan,"Penang, Malaysia",1.0,13,10,"I really don't understand why Yau Kee Chicken Bun is so famous that it spreads across the internet. The only thing I can say is, you can't trust fully on what internet said. Well, I personally prefer the chicken bun of Jia Restaurant more.",20 June 2018 ,July 2017,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,Arryil,Malaysia,1.0,10,16,"Very bad experience. Waitress are grumpy, food is not up to standard. This place is over rated! The bread chicken tasted purely curry powder mix water. There are many other better options.",16 June 2018 ,June 2018,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,yingchua,"Kuala Lumpur, Malaysia",5.0,149,55,"Something special & different; we shared one whole bun among 4 of us. The curry is well balance, chicken meat is fresh, may probably god to ask for freshly baked one. love the fact that they don’t use plastic wrap for the curry inside the bun. Won’t mind going back if I am in Kamdar again. ",4 January 2018 ,September 2017,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,BenjaminT2092,No Country,4.0,7,0,"This was my first time eating curry chicken bun in my whole life.The bun smell good, taste good and the curry goes with the bun was delicious.The down side of this dish is that the bottom of the chicken bun is not well cooked. The pastry underneath was still very raw? And some of the chicken meat were not fully cooked. My guess is that the chicken bun was baked/roasted/cooked from the surrounding part except the bottom part.We two persons order this dish without any other rice or side dishes and we felt very full after eating the curry chicken bun. ",2 January 2018 ,January 2018,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,TerenceTanST,Singapore,5.0,15,7,"The bun in soft and moist, chicken meat is tender.  Most of all, curry has just the right amount of spiciness.  Yummy!",5 December 2017 ,December 2017,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,HeyManaLou,"Kuala Lumpur, Malaysia",3.0,179,126,"1) Great service, operated and managed by a group of elderly ladies whom are familiar with what customers should order2) Famous with curry chicken wrapped with bread. Tasted good, but once is enough. I find the curry way too thick.3) Food served in shortest time. 4) Price is slightly higher than the average Kampar food.5) Pastry could have been tasted better. ",24 September 2017 ,September 2017,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,John L,"Kuala Lumpur, Malaysia",2.0,2,2,"I have eaten ""curry chicken in bun"" from various outlets before and never found it appetising, although I was quite impressed with the novelty the first time I tried it.I drove two hours from Kuala Limpur to Yau Kee Restaurant in Kampar because my younger daughter, back on summer vacation, wanted to try it.It is easy to find parking in the small town but I realised that I had to display hourly parking coupons, which are sold in booklets of 10 coupons.Fortunately, Yau Kee Restaurant, sells single one hour parking coupon.We ordered the small chicken bun (only 2 sizes available) for RM33 , a plate of their signature fried noodles and a plate of oyster-sauced green vegetable.The curry chicken bun was mediocre. The curry was very salty and the contents consist of all tough breast meat and a miserable piece of potatoes.The fried noodles was nothing to write home about though the portion was quite big. There was ample portions of vegetables and some medium sized prawns in it.The oyster sauced green leafy vegetable dish was just an ordinary dish, a little overcooked.We paid about RM76 for the meal .I do not think I will visit the place again as I feel it is not worth the hassle to drive 2 hours from Kuala Lumpur for something mediocre.In fact it would be better to have a delicious curry chicken and order some sweet bread to dip in.After the meal, I drove about 5 minutes to the Kampar Sacred Heart Church.The beautifully manicured lawn and the clean, peaceful and beautiful interior of the church made up fir the disappointing meal",9 September 2017 ,August 2017,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,eugenegwc,"Kuala Lumpur, Malaysia",4.0,34,9,"Didn't eat at the restauramt food. Only buy and take away the curry chicken bun and it is quite delicious.  Something worth to try . 

Small size (Half Chicken) = RM34 which will enough for 4-6 person portion.",31 December 2016 ,December 2016,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,lindasllim,"Kuala Lumpur, Malaysia",3.0,193,99,I have been here twice with a tour group. Seems like this restaurant is very popular with the locals and tourists. Most people come here for the curry chicken bun which is famous at this restaurant. I've tried the curry chicken bun but the curry chicken was not to my liking. Nothing special in the curry or the bun!This restaurant also serves other chinese dishes and sells an assortment of local biscuits and products.,15 December 2016 ,October 2016,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,DarylL187,No Country,3.0,6,5,"I brought my teacher to this restaurant after our performance because the locals told me this shop is the best choice and most popular. The signature dish Roti Ayam taste alright but nothing too impressive. Perhaps it is our demanding taste buds or maybe it is just ordinary roti with curry chicken inside as the filling. Nevertheless, a good try for visitors if they wanna try the famous local delights.",27 October 2016 ,October 2016,None
Chicken Bun Restaurant Yau Kee,3.5,"Chinese, Asian, Fusion",No 55 Jalan Idris,Malaysia,31900,Kampar,https://www.tripadvisor.com.my/Restaurant_Review-g3522152-d4412663-Reviews-Chicken_Bun_Restaurant_Yau_Kee-Kampar_Kampar_District_Perak.html,ChrisK366,"Singapore, Singapore",5.0,165,167,"Located on Jalan Idris, this unique food.Basically, it is baked bread with curry chicken cooked inside,The chicken with the curry will is cooked inside.A piece of ""what-looked-like"" tracing paper is used to ""hold"" the chicken in curry gravy, in place.The bread (light yellowish in colour) is reminiscent of the type that is baked and where you can ""tear away"" at the ""valley"" lines.Perhaps the finished product looks like a ""pillow"" with the undulating top.The ""golden"" probably owes it to the light yellow colour and perhaps the ""golden treasure"" .. inside .. that awaits the ""mouth-watering"" customer.When the bread is cut opened, the top & crusty parts ""break off"" nicely.After the server cuts opens the top the piece of tracing paper, you can either dish out a portion of the curry chicken into a bowl to dip you piece of bread init.The other option is to just ""dip"" the piece of breaf , straight"" into the bread What an experience.A little bit of a wait ... but it was a worthwhile wait.To keep a piece of this gastronomic encounter in memory, you can have a ""Kodak Moment"" with a ""life-size cut-out of the chef (I think) of this ""Golden Pillow"" experience.",21 September 2016 ,August 2016,None
