Name,Rate,Address,Country,Pos Code,City,URL,Username,User Location,User Rating,User Contribution,User Helpful Vote,Comment,User Response Date,Date Of Stay,User Traveller Type
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,DuskyMonkey,Australia,4.0,24,14,"I visited the waterfall back in 1987 when the path leading to the place was fringed with trees and vegetation. In a visit in April 2018 with my wife, we learned that the path is now essentially an eyesore with rubbish strewn willy-nilly and the landscape appears to be used as a landfill site. It was painful to see nature being treated in such a manner. The environmental protection authorities (if they ever decide to undertake any proper investigation/enforcement work) should conduct a visit to the place without delay!However the waterfall itself is a great place. We got there early around 8.30 am and had the whole place to ourselves except for a troop of macaque monkeys basking in the sun on boulders. Be careful when climbing up the waterfall as it can be very slippery due to moss growing on parts where the flow of the water isn't strong. It was fantastic to immerse ourselves in breathtaking series of cascades fringed by forest foliage then plunge right into refreshing pools.The volume of the cascade would depend on the extent of recent rain, which would increase or decrease the flow. In the dry season you may find only trickles of water. Children (well supervised) would love the experience!",Apr 2018,April 2018,Couples
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,Gighazi,"Dakar, Senegal",5.0,17,7,nice small hike with 1y and 3y children.Very easy to find and absolutly not crowd.Perfect to start a day for tourism,Feb 2018,April 2017,Families
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,nellielim,"Kuala Lumpur, Malaysia",4.0,"4,121","1,443","This Batu Ferringhi River with its many waterfalls is located in Batu Ferringhi and the entrance is across the road from Bayview beach Hotel. We had been coming here since our young days and that was our favourite getaway. The water flowing down here is the runoff from the Batu Ferringhi Dam. Hiking trails here lead to Teluk Bahang, Balik Pulau, Western Hill - Botanical Gardens and Penang Hill. During our Girl Guides and Ranger days, we had ventured and explored all the trails together with the Boy Scouts and Rovers. The waterfalls were bigger then as water was more abundant. Now runoff has been tapped and redirected to the many farms along its banks. Still it is a nice getaway to spend a couple of hours with Mother nature.",Dec 2017,December 2017,Families
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,Michael M,"Greater Sydney, Australia",4.0,18,4,Bring your togs sunscreen smiles sun-hats cameras and friends best after some rain which can be regular and just have a fun time- we did and enjoy ...,Nov 2017,October 2017,Business
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,waffa4046,"Sydney, Australia",4.0,4,2,it was a bit of a hike but worth it the water was cold and refreshing there was no parking but we went with a driver who stayed with us for the day and it was worth adding to our trip.,Jul 2017,July 2017,Couples
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,Mark D,"Penang Island, Malaysia",5.0,"1,310","1,238","Although not easy to find [hint:  go to the shops opposite the Bayview hotel in  Batu Ferringhi and ask the people working there] it is worth the effort.  The trails take one through ""light jungle"", gentle hills, water falls as well as some fish farms.  It presents an interesting set of views as well as the potential for memorable adventures.",May 2017,January 2017,Couples
Chin Farm Waterfall,4.0,"Feringgi Villas, Batu Ferringhi",Malaysia,11050,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d12272987-Reviews-Chin_Farm_Waterfall-Batu_Ferringhi_Penang_Island_Penang.html,tobyandthefatone,"Perth, Australia",4.0,164,27,"More of a cascade than a waterfall, however as we are from a very dry, flat and brown part of the world it was a very attractive site for us.The walk from the main road to the waterfall is nothing special but nor is it strenuous. We could not see that the stream was visible from the track until you reach the farm house.Turn left at the sign opposite the Bayview Resort and follow the track to the right for about 15 minutes. Ignore the guard dog compound - they were noisy but locked up and not visible.Turn left at the farm house and across the bridge over the stream that runs to the sea.From here you should be able to follow the sound of the running water from the inland side of the bridge.We were lucky that it had been raining the night before and although the track was boggy (but still passable) the cascades were flowing freely. We spent an enjoyable interlude for an hour just enjoying nature, the peace and quiet and the sounds and sights of the running, falling water.If you are expecting the larger waterfalls found in other parts of Asia then this is not for you.",Apr 2017,October 2016,Couples
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,Web13,No Country,5.0,1,0,"We visited today and met Mike, really informative and learnt quite a few things. Can’t wait to try our products. The price is very affordable. Recommend visiting if your in Penang you won’t be disappointed",Oct 2019,October 2019,Families
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,Daphne V,"Chiang Mai Province, Thailand",5.0,148,37,"Whilst researching Trip Advisor for things to do on my 9-day visit to Georgetown, Penang. A poster mentioned the really nice patchouli soap they bought from the Indochine Natural shop. I was immediately interested because Natural (unsweetened) Patchouli scented body products and diffusers are so hard to find nowadays! I searched the indochinenatural.com website and found pictures and information on their products; there is a great picture of an old apothecary chest with drawers labelled 'Shampoo', 'Body wash', 'Facewash', 'Soap' and other categories of products available. A description and the purchase price of each product is displayed when one clicks on a drawer!This place immediately became #1 on my list of 'things to do’ in Penang!I was not disappointed with my visit to Indochine Natural at Tanjung Bungah which is a short trip by grab car from Georgetown. I was so lucky to speak to Dr Mike Thair, Co Founder and the person who researches the skin care products and their wonderful plant-based fragrances, he explained that no synthetic ingredients are used in the products they sell. They have quite a range of products and a variety of fragrances including; patchouli, lavender, geranium, lemongrass, a number of spices (cloves, cinnamon, star anise) and litsea, a citron-like fragrance I have never encountered before!I ended up buying patchouli soap, a lovely gift box containing 5 small bottles of face wash, body wash and shampoo. My favourite buy was the Litsea Patchouli Face Wash which I opened yesterday and words can't do justice to the intriguing combination of fragrances and the way they reached my senses in stages and then lingered on my skin long after using the face wash. Now I wish I had bought more, there were individual essential oils too - next time! I want to share my wonderful enlightenment as best I can - it was a ""to die for"" experience the first time I washed my face using the Litsea Patchouli face wash – the fragrances came and went so mysteriously, individually then as a combination - it was unreal - first there was a sharp fresh smell (citrus I think) then there was a totally different, velvety, sultry, deep, dark, cold foresty fragrance which seemed to come from a totally different place - this was patchouli but with added spikes of something I can't describe which gave a different olfactory experience - I felt as if I was in a soothing, dark, green forest - then there was a new, different, smooth fragrance I felt floating all around me, probably litsea and patchouli combined - it was really magical, like being in a different land! Well it was a one-time-only experience, never encountered with subsequent uses of this lovely face wash!",May 2018,May 2018,None
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,Dickens W,"Hong Kong, China",5.0,89,48,"We wondered to Batu Ferringhi and took a look on high-end local residents. Ran into this little shop and chat with owner. Mike has a doctoral degree who studies science, so he definitely know what he is doing when he decided to join the natural ingredient cosmetic stream. Mike offers a wide variety of cosmetics from soap bar, shampoo, cosmetic clay, essential oil etc. Two interesting by products are Tea made with byproduct - olive tea leaves when harvesting olive for the oil, and household cleaner  from recycled cooking oil collected from Halal restaurants. Mike is passionate about customers health and try very hard to make a impact on modern cosmetic industry with his specialized knowledge.",Apr 2019,March 2019,Couples
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,carmic01,"Melbourne, Australia",4.0,39,6,"Well we got to try b4 we bought, as the old pharmacy accom in Penang had there product in the bathroom, we just had to go & find it. Walked for klms but worth it, I have also bought & had delivered to aus with no problem",Dec 2018,January 2018,Friends
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,Chloe P,"Brinchang, Malaysia",5.0,23,3,"Visited with two kids, it’s a very good experience. We get to learn how to make soap, the owner Dr. Mike was very patient and generous with his knowledge. I personally find that the ingredients used is very natural. After trying the soap I love the fragrance!!!! 😍😍",Jun 2018,June 2018,Families
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,CherylCCC,KL,5.0,1,0,"Thanks for the fast delivery & the packaging was professional! The soaps are so natural, value for money, not easy to melt and most importantly they're great for my sensitive skin family. This is why I am still prefer to use Indochine natural soaps compare with many other brands. It is so appreciated that your soaps can keep me continue to love them always. Thank you!",Sep 2017,September 2017,None
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,LisPetersson,"Copenhagen, Denmark",5.0,161,66,Stumbled over this small outlet where you buy directly from the production. It’s all organic ingredients in their soaps - and made by hand!!! And the owner himself gave us a thorough description of how they make the soaps and about the oils and scents - of course I ended up buying a lot ;)Used the one soap with lemongrass and turmeric already - wauw! It’s so soft and nice on the skin. And the whole house now is full of lemongrass scent..Pop by if you’re in the neighbourhood and have a scentastic experience!,Feb 2018,February 2018,Couples
Indochine Natural,5.0,"16 Lebuh Lembah Permai 4, Tanjung Bungah",Malaysia,11200,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g1905494-d12861200-Reviews-Indochine_Natural-Tanjung_Bungah_Penang_Island_Penang.html,Pen Gu I,No Country,5.0,1,1,"When I passed through their production unit (it's a ""shop lot""), a very pleasant scent from inside the building before I get to the retail store. At the retail store, the products are clearly and neatly displayed on the rack. The handmade soap bars with scent (patchouli, star anise and coffee, basil and lemongrass, lemongrass, and clove) are properly kept inside glass desiccator respectively to prevent the scent being degrade and mixed with others. For fragrance free and honey soap bar, they are just displayed as is.There are some other great products too such as face oil, essential oils, body shampoo, liquid face wash etc.The most important is they are truly organic (even the liquid is without any synthetic chemicals). The essential oils, are certified with certificate of analysis.",Sep 2017,July 2017,Solo
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Heli P,"Helsinki, Finland",4.0,"4,052",388,"Only place in Batu Feringhi worth to go shopping or at least browsing is an old Chinese shop selling delicate handicrafts and batik art, some quite old. Figures carved in bone, small wooden statues, cloissonnee clocks, paintings on glass done from the reverse side and other small curio objects make one wonder if all this will be lost when the craftmen die.",Feb 2020,February 2020,None
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Devonfish,"England, United Kingdom",4.0,181,42,"We by chance met the artist. He's quite a character with lots of stories. That made all the difference, otherwise its largely a big shop of similar things.",Jan 2020,January 2020,None
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Liz,"The Entrance, Australia",2.0,27,9,"This is more of an antique shop/market. We thought it was an Art Gallery so went inside. There are a lot of the same items that you can purchase, lots of wood carvings, jewellery etc.",Jan 2020,January 2020,None
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,azkfour,No Country,5.0,2,3,"Had a very good time browsing round this gallery - you are given the opportunity to shop for very nice little trinkets around 20 RM to quality art pieces as well (around 20,000 RM). A surprise highlight was the presence of the artist of many of these pieces showing us all the quality works he had done. Worth the time! Bring along your 20,000 RM.",Jul 2019,July 2019,Friends
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Dashers2014,"Cambridge, United Kingdom",5.0,608,115,Lots to see. Prices range from pittance to risk of bankruptcy! This obviously includes the out of this world works of art by Teng and his offsprings. Amazing work. Certainly worth a visit for all art lovers. Tough to choose one even if one could afford them all!,Sep 2019,September 2019,Couples
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,deecooley88,"Brisbane, Australia",4.0,95,34,"We usually have a browse through this Gallery. It is packed full of so many different pieces of local and Malay items. They have some interesting antiques and art works, jewellery and Knick knacks. I usually find a little interesting piece or two to take home as gifts. It's worth a look just take your time.",Feb 2019,January 2019,Couples
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,JasRus,"Echuca, Australia",4.0,59,8,Stumbled across this gallery whilst going for a walk. Downstairs is an eclectic range of souvenirs and art works but upstairs is a treasure trove of fine batik works. We had the pleasure of spending over half an hour with Mr Teng getting a personalise tour of his and his fathers works. Worth a visit if you enjoy quality artwork.,Jan 2019,January 2019,Families
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Paula G,"Greater Adelaide, Australia",4.0,75,25,"Downstairs is typical art and craft, prints, carvings etc.  However, if you have a spare 15 minutes (or spare AUD$4000) ask to go upstairs to appreciate some seriously beautiful batik art by the family who owns this shop.  No pressure to buy anything (thank goodness) but Mr Teng was very kind, showed us much of his art, books, spoke of his travels and exhibitions abroad.",Oct 2018,October 2018,Families
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Della K,No Country,5.0,2,1,Well worth a visit for unique handmade arts and crafts.  A peaceful sanctuary away from the noise and heat outside.  The owners are very talented artists and are very welcoming and a pleasure to spend time talking to.  Please go and enjoy.,Dec 2017,December 2017,Families
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,CamelGurgaon,"Gurugram (Gurgaon), India",3.0,54,6,This is a shop with some lovely stuff interspersed with junk. I understand security but being followed every inch of the way was really annoying.,Jul 2017,July 2017,Couples
Yahong Art Gallery,4.0,"58 Jalan Batu Ferringhi, Batu Ferringhi",Malaysia,11100,Penang Island,https://www.tripadvisor.com.my/Attraction_Review-g635527-d7286680-Reviews-Yahong_Art_Gallery-Batu_Ferringhi_Penang_Island_Penang.html,Nanpacific,"Springfield, Missouri",5.0,42,24,"This gallery has a lot of very nice Asian art and things and also a fabulous collection of batik.  Prices were fair and the quality of the merchandise was good.  We bought a beautiful tapestry, a carving and a mask here..  I would have liked to get a second one but no room in my suitcase.  The owner was very nice and very helpful.  I recommend looking here if you want something nice to take home.",Dec 2016,November 2016,Couples
